OBJECTID,HWMID,HWM_TYPE,WTSHUNIT,WTSHNAME,UNIT_NO,CHAN_NAME,ROAD_NAME,STAGEGAGE,BM_NO,BM_DESC,BM_ELEV,ADJUST,SE10YR,SE50YR,SE100YR,SE500YR,LEGACY,FLD_DATE,CHK_DATE,BM_COND,HWM_ELEV,DISCLAIM,HWM_LOC,HWM_DESC,HWM_CONF,COMMENT,TEAM_MEM,PARTY_CHIEF,SRVY_CO,SRVY_DATE,POINT_X,POINT_Y,STATUS,SENSOR_PEAK_ELEV,TOP_PIPE_ELEV,HWI_ELEV,FINAL_HWM,GlobalID,CreationDate,Creator,EditDate,Editor,Water_Level_Change,HWM_VERIF,BMELEV_HISTORICAL,CSG_ELEVATION
1704,U-0003,BRIDGE,U,ADDICKS RESERVOIR,U100-00-00,LANGHAM CREEK,ADDICKS SATSUMA RD,,200020,"Floodplain Reference Mark Number 200020 is a
BRASS DISK Stamped U100 BM03A on bridge at
Addicks Satsuma and Langham Creek located on downstream
concrete walk, on east side of bridge, at centerline of creek
in the Addicks Watershed near stream U100-00-00
ELEV. 107.81 Feet NAVD 1988, 2001 Adjusted.",107.8070172,-4.2,103.6,105.2,105.9,107.6,0,2009-04-28 5:00,2009-04-30 19:54,,107.2,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,d/s on southeast side of bridge abutment debris line,"David R, Jeremy J",Jeremy J,,2009-04-30 5:00,-95.63281063,29.85782185,Unassigned,,,,,{6D2CAB8B-6A3E-46FF-8897-8CF7C2C93686},,,,,0.6070172,,,
1705,U-0005,BRIDGE,U,ADDICKS RESERVOIR,U100-00-00,LANGHAM CREEK,BARKER CYPRESS RD,,200030,"Floodplain Reference Mark Number 200030 is a
BRASS DISK Stamped U100 BM06 on bridge at
Barker Cypress and Langham Creek located on downstream
concrete walk, on east side of bridge, at centerline of creek
in the Addicks Watershed near stream U100-00-00
ELEV. 123.97 Feet NAVD 1988, 2001 Adjusted.",123.9732906,-3.1,116.2,118.8,120.1,122.8,0,2009-04-28 5:00,2009-04-30 18:56,,119.7,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris line on bridge bank on southeast side,"David R, Jeremy J",Jeremy J,,2009-04-30 5:00,-95.68329422,29.87190218,Unassigned,,,,,{27C8E6C7-3117-48AB-9DE8-1674F37F2377},,,,,4.2732906,,,
1706,U-0006,BRIDGE,U,ADDICKS RESERVOIR,U100-00-00,LANGHAM CREEK,AUTUMN HILLS DR,,200035,"Floodplain Reference Mark Number 200035 is a
BRASS DISK Stamped U100 BM07 on bridge at
Autumn Hills and Langham Creek located on downstream
concrete walk, on south side of bridge, at centerline of creek
in the Addicks Watershed near stream U100-00-00
ELEV. 125.29 Feet NAVD 1988, 2001 Adjusted.",125.2930714,-2.8,119,121.5,122.6,125.1,0,2009-04-28 5:00,2009-04-30 18:53,,121.1,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,d/s side on the southwest side of channel debris line,"Devid R, Jeremy J",Jeremy,,2009-04-30 5:00,-95.68652781,29.87506848,Unassigned,,,,,{A5985244-0970-48CA-BDBF-C5AD93031EC9},,,,,4.1930714,,,
1707,U-0007,BRIDGE,U,ADDICKS RESERVOIR,U100-00-00,LANGHAM CREEK,FM 529,,200040,"Floodplain Reference Mark Number 200040 is a
BRASS DISK Stamped R 1281 1978 on bridge at
FM 529 and Langham Creek located on downstream
wall, on southeast side of bridge
in the Addicks Watershed near stream U100-00-00
ELEV. 131.26 Feet NAVD 1988, 2001 Adjusted.",131.255,-2.7,123,125,126.1,128.3,0,2009-04-28 5:00,2009-04-30 18:34,,123.4,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,d/s on southeast side on channel debris line,"David R, Jeremy J",Jeremy J,,2009-04-30 5:00,-95.68661437,29.87994335,Unassigned,,,,,{51371A92-6A07-4F38-B16A-8B4BA6B7306E},,,,,7.855,,,
1708,U-0008,BRIDGE,U,ADDICKS RESERVOIR,U101-00-00,SOUTH MAYDE CREEK,HWY 6,,200063,"Floodplain Reference Mark Number 200063 is a HCFCD disk stamped WEISSER BM-15 at Highway 6 and South Mayde Creek located on the upstream side of the bridge in the top of a concrete wall at the southwest corner of the bridge in Key Map 448 W in the South Mayde Creek Watershed (U101-00-00). ELEV. 99.45 Feet 1988 NAVD, 2001 Adjusted.",99.45,-2,0,0,0,0,0,2009-04-28 5:00,2009-05-01 18:58,,96.8,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,"u/s on road pull off, d/s on headwall","David R, Jeff J, Jeremy J",Jeremy J,,2009-05-01 5:00,-95.6450128,29.79611369,Unassigned,,,,,{1BFD7A4C-7F2D-433E-99DA-C6DC99B2040C},,,,,2.65,,,
1709,U-0009,BRIDGE,U,ADDICKS RESERVOIR,U101-00-00,SOUTH MAYDE CREEK,BARKER CYPRESS RD,,200070,"Floodplain Reference Mark Number 200070 is a
BRASS DISK Stamped U101 BM09 on bridge at
Barker Cypress and South Mayde Creek located on downstream
concrete walk, on east side of bridge, at centerline of creek
in the Addicks Watershed near stream U101-00-00
ELEV. 107.69 Feet NAVD 1988, 2001 Adjusted.",107.694419,-2,106.1,107.3,107.7,108.8,0,2009-04-28 5:00,2009-04-30 13:42,,107.1,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,on south road on concrete wall between bridges,"David R, Jeremy J",Jeremy J,,2009-04-30 5:00,-95.68797176,29.80291319,Unassigned,,,,,{FE7B0888-E0AB-4605-A38C-F5501EC96BAD},,,,,0.594419,,,
1710,U-0010,BRIDGE,U,ADDICKS RESERVOIR,U101-00-00,SOUTH MAYDE CREEK,GROESCHKE RD,,200069,"Floodplain Reference Mark Number 200069R is a 
ALUM DISK Stamped 200069R on bridge at 
Groeschke Rd and South Mayde Creek on downstream, north side,
in KeyMap 447S in the Addicks Watershed on stream U101-00-00
ELEV. 106.01 FEET NAVD, 2001 Adjusted.
For More Information visit web-site
www.eng.hctx.net/permits.htm.",106.01,-2.5,107.3,108.3,109.3,110.2,0,2009-04-28 5:00,2009-04-30 14:00,,107.8,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,u/s road,"David R, Jeremy J",Jeremy J,,2009-04-30 5:00,-95.70016685,29.80126131,Unassigned,,,,,{4C0A3BC0-5DDD-44E7-930A-AF1B5A86002E},,,,,1.79,,,
1711,U-0012,BRIDGE,U,ADDICKS RESERVOIR,U101-00-00,SOUTH MAYDE CREEK,FRY RD,,200075,"Floodplain Reference Mark Number 200075 is a
BRASS DISK Stamped U101 BM04 on bridge at
Fry and South Mayde Creek located on downstreamc
concrete walk, on east side of bridge, at centerline of creek
in the Addicks Watershed near stream U101-00-00
ELEV. 114.19 Feet NAVD 1988, 2001 Adjusted.",114.1885005,-1.5,114.2,116.4,117.2,118.9,0,2009-04-28 5:00,2009-04-30 15:09,,113.3,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,d/s side of bridge on bridge,"David R, Jeremy J",Jeremy J,,2009-04-30 5:00,-95.72036191,29.80463685,Unassigned,,,,,{252B71F3-0976-4D97-B332-C5FB903BE5D5},,,,,0.8885005,,,
1712,U-0013,BRIDGE,U,ADDICKS RESERVOIR,U101-00-00,SOUTH MAYDE CREEK,RAINTREE VILLAGE,,200080,"Floodplain Reference Mark Number 200080 is a
ALUM DISK Stamped WEISSER BM17 on bridge at
Raintree Village Rd and South Mayde Creek located on downstream
concrete walk, on east side of bridge, at centerline of creek
in the Addicks Watershed near stream U101-00-00
ELEV. 124.84 Feet NAVD 1988, 2001 Adjusted.",124.840218,-1.6,118.7,120.6,121.2,122.5,0,2009-04-28 5:00,2009-04-30 15:25,,117.9,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,d/s on southwest side debris line,"David R, Jeremy J",Jeremy J,,2009-04-30 5:00,-95.73366258,29.80983441,Unassigned,,,,,{4D427197-0622-4C2E-9D0D-8F6263C7420F},,,,,6.940218,,,
1713,U-0014,BRIDGE,U,ADDICKS RESERVOIR,U101-00-00,SOUTH MAYDE CREEK,LAKES OF BRIDGEWATER,,200085,"Floodplain Reference Mark Number 200085 is a
BRASS DISK Stamped WEISSER BM16 on bridge at
Lakes of Bridgewater Dr and South Mayde Creek located on downstream
concrete walk, on SE side of bridge, at centerline of creek
in the Addicks Watershed near stream U101-00-00
ELEV. 129.01 Feet NAVD 1988, 2001 Adjusted.",129.0087464,-1.5,122.5,125.3,126.3,128,0,2009-04-28 5:00,2009-04-30 15:58,,120.3,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,d/s debris line on s/e side of channel,"David R, Jeremy J",Jeremy J,,2009-04-30 5:00,-95.7460186,29.82181965,Unassigned,,,,,{67AFE6B5-8A3A-4793-8B63-EB1371B8E422},,,,,8.7087464,,,
1714,U-0015,BRIDGE,U,ADDICKS RESERVOIR,U101-00-00,SOUTH MAYDE CREEK,CLAY RD,,200090,"Floodplain Reference Mark Number 200090 RESET is a BRASS DISK stamped 200090 RESET 2012 on bridge at Clay and South Mayde Creek located on south (downstream) concrete walk, at east end of the bridge in the Addicks Watershed near stream U101-00-00 ELEV. 133.45 Feet NAVD 1988, 2001 Adjusted.",133.45,-1.3,125.9,128.2,129.2,131.5,0,2009-04-28 5:00,2009-04-30 16:12,,124.8,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,"d/s debris line on channel side slope, u/s on channel concrete slope paving","David R, Jeremy J",Jeremy J,,2009-04-30 5:00,-95.7523413,29.83168115,Unassigned,,,,,{EE037D20-86CD-4ED3-AE98-A8418826E049},,,,,8.65,,,
1715,U-0016,BRIDGE,U,ADDICKS RESERVOIR,U101-00-00,SOUTH MAYDE CREEK,STOCKDICK SCHOOL RD,,200095,"Floodplain Reference Mark Number 200095 is a
BRASS DISK Stamped U101 BM05 on bridge at
Stockdick School Rd and South Mayde Creek located on downstream
concrete walk, on south side of bridge, at centerline of creek
in the Addicks Watershed near stream U101-00-00
ELEV. 139.57 Feet NAVD 1988, 2001 Adjusted.",139.5676164,-1.2,139.4,140.2,140.6,141.3,0,2009-04-28 5:00,2009-04-29 20:18,,140.1,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,d/s on bridge rail,"David R, Jeremy J",Jeremy J,,,-95.76884276,29.84614345,Unassigned,,,,,{D99DC8E8-7837-4F53-87F6-D07BAF81AB4F},,,,,0.5323836,,,
1716,U-0018,BRIDGE,U,ADDICKS RESERVOIR,U101-00-00,SOUTH MAYDE CREEK,KATY HOCKLEY CUT OFF,,200110,"Floodplain Reference Mark Number 200110 is a
BRASS DISK Stamped WEISSER BM18 on bridge at
Katy Hockley Cutoff and South Mayde Creek located on downstream,
east side of road, at centerline of creek
in the Addicks Watershed near stream U101-00-00
ELEV. 156.62 Feet NAVD 1988, 2001 Adjusted.",156.6182056,-1.1,153,153.4,153.6,154.1,0,2009-04-28 5:00,2009-04-29 18:42,,153.2,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,d/s debris line,"David R, Jeremy J",Jeremy J,,2009-04-29 5:00,-95.80710335,29.86112464,Unassigned,,,,,{614A5E0A-75F9-4820-823E-AEA48691D7FB},,,,,3.4182056,,,
1717,U-0019,BRIDGE,U,ADDICKS RESERVOIR,U101-00-00,SOUTH MAYDE CREEK,FM 529,,200115,"Floodplain Reference Mark Number 200115 is a
BRASS DISK Stamped U101 BM08 on bridge at
FM 529 and South Mayde Creek located on downstream,
south side of road, at centerline of creek
in the Addicks Watershed near stream U101-00-00
ELEV. 157.41 Feet NAVD 1988, 2001 Adjusted.",157.4147592,-0.7,157.2,157.5,157.6,157.9,0,2009-04-28 5:00,2009-04-29 18:30,,157.6,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,d/s debris line on bridge side,"David R, Jeremy J",Jeremy J,,2009-04-29 5:00,-95.81563429,29.8748539,Unassigned,,,,,{F0E05103-E50E-41D2-B269-092FC600924D},,,,,0.1852408,,,
1718,U-0021,BRIDGE,U,ADDICKS RESERVOIR,U102-00-00,BEAR CREEK,FRY ROAD,,200175,"Floodplain Reference Mark Number 200175 is a
BRASS DISK Stamped WEISSER BM47 on bridge at
Fry Rd northbound and Bear Creek located on downstream
concrete walk, on east side of bridge, at centerline of creek
in the Addicks Watershed near stream U102-00-00
ELEV. 133.09 Feet NAVD 1988, 2001 Adjusted.",133.0872816,-2.4,124.7,126.8,127.5,129.9,0,2009-04-28 5:00,2009-04-30 17:35,,127,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,northeast and southeast debris lines on channel banks d/s,"David R, Jeremy J",Jeremy J,,2009-04-30 5:00,-95.71865714,29.85271071,Unassigned,,,,,{0B1AE231-92C0-4F41-8CC7-5E61C02D63B6},,,,,6.0872816,,,
1719,U-0022,BRIDGE,U,ADDICKS RESERVOIR,U102-00-00,BEAR CREEK,STOCKDICK SCHOOL RD,,200185,"Floodplain Reference Mark Number 200185 is a
BRASS DISK Stamped U102 BM47 at intersection of
Stockdick School Rd and Bear Creek located on 
concrete barrier wall, on upstream, west side of road, at centerline of creek
in the Addicks Watershed near stream U102-00-00
ELEV. 148.9 Feet NAVD 1988, 2001 Adjusted.",148.902,-1.2,144.4,145,145.2,146.6,0,2009-04-28 5:00,2009-04-29 19:47,,144.4,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,d/s side of bridge,"David R, Jeremy J",Jeremy J,,2009-04-29 5:00,-95.75646651,29.86882457,Unassigned,,,,,{1F2B9A88-0F96-4C82-9272-D06998B15036},,,,,4.502,,,
1720,U-0024,BRIDGE,U,ADDICKS RESERVOIR,U102-00-00,BEAR CREEK,LONGENBAUGH,,200200R,"Floodplain Reference Mark Number 200200R is a 
ALUM DISK Stamped 200200R on bridge at 
Longenbaugh Road at Bear Creek, on downstream, west end,
in KeyMap 405J in the Addicks Watershed on stream U102-00-00
ELEV. 158.05 Feet NAVD 1988, 2001 Adjusted.
For More Information visit web-site
www.eng.hctx.net/permits.htm.",158.05,-0.9,156.3,157.6,158.2,159.1,0,2009-04-28 5:00,2009-04-29 19:01,,156.2,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,u/s on bridge,"David R, Jeremy J",Jeremy J,,2009-04-29 5:00,-95.78748025,29.88962773,Unassigned,,,,,{97F76E4D-67D2-48A1-8D69-C6C63420C6F1},,,,,1.85,,,
1721,U-0025,BRIDGE,U,ADDICKS RESERVOIR,U102-00-00,BEAR CREEK,KATY-HOCKLEY CUT OFF,,200205,"Floodplain Reference Mark Number 200205 is a
BRASS DISK Stamped 200205 at culverts at 
Katy Hockley Cutoff and Bear Creek located on 
southwest corner of three 8 ft box culverts
in the Addicks Watershed near stream U102-00-00
ELEV. 158.11 Feet NAVD 1988, 2001 Adjusted.",158.1105911,-0.9,0,0,0,0,0,2009-04-28 5:00,2009-04-29 18:16,,158.7,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,d/s debris line,"David R, Jeremy J",Jeremy J,,2009-04-29 5:00,-95.80745593,29.89486347,Unassigned,,,,,{D7C001FF-E3EB-41B9-9EC1-58546CCAA4C7},,,,,0.5894089,,,
1722,U-0026,OVERFLOW,U,ADDICKS RESERVOIR,U102-00-00,BEAR CREEK,KATY-HOCKLEY @ SHARP,,200208,"Floodplain Reference Mark Number 200208 is a brass disk stamped 1952 located on the north side of Sharp Rd 100 feet west of the intersection of Sharp Rd and Katy Hockley Rd in a concrete block in Key Map 404 C in the Addicks Watershed (U102-15-01). ELEV. 166.24 Feet NAVD 1988, 2001 Adjusted.",166.24,-0.9,0,0,0,0,0,2009-04-28 5:00,2009-05-01 15:24,,166.7,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"David R, Jeff L, Jeremy J",Jeremy J,,2009-05-01 5:00,-95.82492055,29.90396614,Unassigned,,,,,{C79CC248-5F09-4BE8-A75D-8E4A0C417908},,,,,0.46,,,
1723,U-0027,OVERFLOW,U,ADDICKS RESERVOIR,U102-14-00,BEAR CREEK,U102-14 @ KATY-HOCKLEY,,200203,"Floodplain Reference Mark Number 200203 is a BRASS DISK Stamped 200203 at Katy Hockley Cutoff Road and Katy Hockley Road located on southwest corner near a power pole in Key Map 404H in the Addicks Watershed (U102-14-01). ELEV. 158.22 Feet NAVD 1988, 2001 Adjusted.",158.22,-0.9,0,0,0,0,0,2009-04-28 5:00,2009-05-01 15:29,,159,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"David R, Jeff L, Jeremy J",Jeremy J,,2009-05-01 5:00,-95.80767971,29.90398703,Unassigned,,,,,{FD90A022-41A5-4838-A087-2C3D21589033},,,,,0.78,,,
1724,W-0002,BRIDGE,W,BUFFALO BAYOU,W100-00-00,BUFFALO BAYOU,MCKEE ST,,210043,"Floodplain Reference Mark Number 210043 is a HCFCD disk stamped W100 BM15 at McKee Street and Buffalo Bayou located on the downstream side of the bridge at the stream centerline in Key Map 493 M in the Buffalo Bayou Watershed (W100-00-00). ELEV. 43.29 Feet NAVD 1988, 2001 Adjusted.",43.29,0,21.4,26.8,29.4,34.4,0,2009-04-28 5:00,2009-04-30 16:30,,17.5,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,HWM on large tree southwest side of bayou - us from bridge about 10 -20',"J Dyke, D Forrister",David Forrister,,2009-05-01 5:00,-95.35202634,29.76545075,Unassigned,,,,,{B4E49585-C02F-4A5D-A5D5-6CDB625A4A5F},,,,,25.79,,,
1725,W-0003,BRIDGE,W,BUFFALO BAYOU,W100-00-00,BUFFALO BAYOU,SAN JACINTO ST,,201148,"Floodplain Reference Mark Number 201148 is a brass disk stamped RM 201148 EST 2005 is located on the upstream side of San Jacinto St at the NW corner of the bridge in the median between San Jacinto St and Fannin St in Key Map 493 M in the Buffalo Bayou Watershed (W100-00-00). ELEV. 37.83 Feet NAVD 1988, 2001 Adjusted.",37.83,0,23.9,29.2,31.8,37.4,0,2009-04-28 5:00,2009-04-29 16:00,,21,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,us northwest HWM on staircase - paint mark + lath set near it,"J Dyke, D Forrister",David Forrister,,2009-04-29 5:00,-95.35751344,29.76315606,Unassigned,,,,,{EC144502-0CD2-4567-825A-AF8075393917},,,,,16.83,,,
1726,W-0005,BRIDGE,W,BUFFALO BAYOU,W100-00-00,BUFFALO BAYOU,SABINE ST,,210054,"Floodplain Reference Mark Number 210054 is a HCFCD disk stamped W100 BM13 at Sabine Street and Buffalo Bayou located on the downstream side of the bridge at the stream centerline in Key Map 493 K in the Buffalo Bayou Watershed (W100-00-00). ELEV. 40.07 Feet NAVD 1988, 2001 Adjusted.",40.07,0,30.1,33.8,37,42.8,0,2009-04-28 5:00,2009-04-30 15:00,,23.3,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,HWM marked under bridge on concrete back wall southeast/ south side of channel - clear debris line -  elevation taken at clear corresponding debris line on the stairs of bridge,"J Dyke, D Forrister",David Forrister,,2009-04-30 5:00,-95.37535988,29.7613111,Unassigned,,,,,{F9D7B05C-A29E-4B64-9E50-5051BE89F9BD},,,,,16.77,,,
1727,W-0007,BRIDGE,W,BUFFALO BAYOU,W100-00-00,BUFFALO BAYOU,LOOP 610 FRONTAGE,,210095,"Floodplain Reference Mark Number 210095 is a
Brass Disk stamped 210095 on bridge at
IH 610 S.B. Feeder and Buffalo Bayou
located on upstream sidewalk at northwest corner of bridge
in the Buffalo Watershed near stream W100-00-00
ELEV. 46.984 Feet NAVD 1988, 2001 Adjusted.",46.984,-1.5,33.6,38.4,41.3,47.6,0,2009-04-28 5:00,2009-04-29 21:00,,38.7,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,HWM south side of bayou between north + southbound lanes on the concrete debris line,"J Dyke, D Forrister",David Forrister,,2009-05-01 5:00,-95.45561961,29.75985307,Unassigned,,,,,{C2F38C1D-4F5B-4840-BCE6-5E9086F41813},,,,,8.284,,,
1728,W-0008,BRIDGE,W,BUFFALO BAYOU,W100-00-00,BUFFALO BAYOU,WOODWAY,,210103,"Floodplain Reference Mark Number 210103 is a brass disk stamped RM 210103 EST 2005 at Woodway Drive and Buffalo Bayou located on the downstream side of the bridge at the east end bridge abutment in Key map 491 M in the Buffalo Bayou Watershed (W100-00-00). ELEV. 45.35 Feet NAVD 1988, 2001 Adjusted.",45.35,-1.5,35.6,40.5,43.3,49.1,0,2009-04-28 5:00,2009-04-29 20:40,,41,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,"southeast corner, d/s of bridge - debris line on bridge + veg corresponding","J Dyke, D Forrister",David Forrister,,2009-05-01 5:00,-95.4581858,29.76459275,Unassigned,,,,,{9340CED4-32E4-4A82-8C90-3C00815FB2DB},,,,,4.35,,,
1729,W-0009,BRIDGE,W,BUFFALO BAYOU,W100-00-00,BUFFALO BAYOU,FARTHER POINT,,210115,"Floodplain Reference Mark Number 210115R is an ALUM DISC stamped 210115R in the sidewalk on the northeast corner of Farther Point bridge  in the Buffalo Bayou Watershed near stream W100-00-00 ELEV. 53.43 Feet NAVD 1988, 2001 Adjusted.",53.43,-1.9,40.6,46,48.8,54,0,2009-04-28 5:00,2009-04-29 19:20,,45.1,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,d/s corner southeast/ hide below bridge on base debris line,"J Dyke, D Forrister",David Forrister,,2009-05-01 5:00,-95.48245484,29.77183419,Unassigned,,,,,{102B6322-A19B-4211-82F4-DBEA64E62162},,,,,8.33,,,
1730,W-0010,BRIDGE,W,BUFFALO BAYOU,W100-00-00,BUFFALO BAYOU,VOSS,,210125,"Floodplain Reference Mark Number 210125 is a
Brass Disk stamped W100 BM21 on bridge at
Voss Road and Buffalo Bayou
located on downstream, east sidewalk of bridge at creek centerline
in the Buffalo Watershed near stream W100-00-00
ELEV. 58.798 Feet NAVD 1988, 2001 Adjusted.",58.798,-1.6,44.4,49.6,52.2,57.1,0,2009-04-28 5:00,2009-04-29 19:00,,50.3,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,us southeast corner on concrete below bridge - debris line + corresponding veg,"J Dyke, D Forrister",David Forrister,,2009-05-01 5:00,-95.50084919,29.76026151,Unassigned,,,,,{FB549A30-0FEF-4501-B7CD-F3BB05E6A09E},,,,,8.498,,,
1731,W-0012,BRIDGE,W,BUFFALO BAYOU,W100-00-00,BUFFALO BAYOU,BLALOCK\PINEY PT,,210138,"Floodplain Reference Mark Number 210138 is a brass disk stamped RM 210138 EST 2005 at South Piney Point Road and Buffalo Bayou located on the downstream side of the bridge at the north end bridge abutment (NE corner) in Key Map 490 P in the Buffalo Bayou Watershed (W100-00-00). ELEV. 64.10 Feet NAVD 1988, 2001 Adjusted.",64.1,-1.7,51.8,56.4,58.6,63.3,0,2009-04-28 5:00,2009-04-29 18:15,,57.5,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,d/s southeast bridge pier - debris line + veg corresponding,"J Dyke, D Forrister",David Forrister,,2009-05-01 5:00,-95.52337708,29.74679693,Unassigned,,,,,{76929BC9-5B6F-4D19-A3AA-EED173FC639C},,,,,6.6,,,
1732,W-0013,BRIDGE,W,BUFFALO BAYOU,W100-00-00,BUFFALO BAYOU,GESSNER,,210145,"Floodplain Reference Mark Number 210145 is a
Brass Disk stamped W100 BM04 on bridge at
Gessner Road and Buffalo Bayou located on 
east sidewalk, on downstream side of northbound bridge, at stream center
in the Buffalo Watershed near stream W100-00-00
ELEV. 64.171 Feet NAVD 1988, 2001 Adjusted.",64.171,-1.5,56,60.7,62.8,66.7,0,2009-04-28 5:00,2009-04-29 18:00,,64.9,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,"us southwest bridge abutment, debris line on bridge","J Dyke, D Forrister",David Forrister,,2009-04-29 5:00,-95.53973721,29.75188359,Unassigned,,,,,{9BD4DE6A-9ACA-422E-B49B-A46D93658E84},,,,,0.729,,,
1733,W-0015,BRIDGE,W,BUFFALO BAYOU,W100-00-00,BUFFALO BAYOU,N. WILCREST,,210165,"Floodplain Reference Mark Number 210165 is a
Brass Disk stamped W100 BM06 on bridge at
Wilcrest Drive and Buffalo Bayou located on east sidewalk,
on downstream side of bridge, at stream centerline
in the Buffalo Watershed near stream W100-00-00
ELEV. 71.62 Feet NAVD 1988, 2001 Adjusted.",71.62,-1.6,62.3,66.8,68.6,71.8,0,2009-04-28 5:00,2009-04-29 16:00,,67.5,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,d/s bottom of bridge / pipeline - south side of bayou debris line on pipeline - on pipeline + bridge bottom flatted vegetation line,"J Dyke, D Forrister",David Forriste,,2009-04-29 5:00,-95.57601206,29.76582089,Unassigned,,,,,{E676891E-1586-4242-AEBC-7E01A3ED556F},,,,,4.12,,,
1734,W-0017,BRIDGE,W,BUFFALO BAYOU,W100-00-00,BUFFALO BAYOU,HWY 6,,210193,"Floodplain Reference Mark Number 210193 is a brass disk stamped RM 210193 EST 2005 at Highway 6 and Buffalo Bayou located on the downstream side of the north bound lanes at the north end bridge abutment in Key Map 488 E in the Buffalo Bayou Watershed (W100-00-00). ELEV. 79.90 Feet NAVD 1988, 2001 Adjusted.",79.9,-1.8,70.7,75.4,77.1,80.1,0,2009-04-28 5:00,2009-04-29 14:50,,75.8,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,"HWM on d/s bridge abutment, northeast corner - debris line - photo taken","J Dyke, D Forrister",David Forrister,,2009-04-29 5:00,-95.64332498,29.76939641,Unassigned,,,,,{767B8D41-6F41-474D-9E33-68D04324E354},,,,,4.1,,,
